,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,6097
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,974
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1024
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1925
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,288
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1531
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,1817
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,4437
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,8442
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,6162
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,1541
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,2166
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,14201
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,709
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,660
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,15575
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,5373
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,-245
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,4553
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,8385
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5563
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5585
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,153
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,2796
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,10722
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,2529
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,7100
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,6119
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,5473
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,4045
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,6908
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,9418
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,1393
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,327
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,4788
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,458
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,1588
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,1105
1194,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,6048
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,14322
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,5169
1197,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,10807
1198,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,1859
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1499
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,659
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,6785
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,946
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,2010
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,7451
1205,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,817
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,-331
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,5540
1208,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,9906
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1280
1210,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,226
1211,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,9476
1212,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,7801
1213,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,1224
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,-205
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9355
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,1359
1217,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,9167
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,5448
1219,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,5377
1220,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,10512
1221,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4298
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,5953
1223,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,992
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2604
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,-803
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4602
1227,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,3594
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,3737
1229,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,1466
1230,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,10560
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,4532
1232,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,757
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,3215
1234,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,3669
1235,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,11857
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,10554
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2270
1238,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1797
1239,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,8688
1240,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,1358
1241,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,8691
1242,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,4022
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,11652
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,-4
1245,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1781
1246,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,7023
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,1174
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1944
1249,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,4063
1250,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,7502
1251,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5274
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5382
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,2969
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,9497
1255,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,14799
1256,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,214
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,949
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,1862
1259,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,1212
1260,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,950
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3482
1262,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1146
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,4832
1264,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,10568
1265,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,4092
1266,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,2094
1267,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,6293
1268,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,6312
1269,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,58
1270,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,2984
1271,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,688
1272,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,3911
1273,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5800
1274,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,234
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1457
1276,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,4094
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,2503
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,-901
1279,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,6796
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,1327
1281,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,701
1282,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,7106
1283,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,1179
1284,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,7806
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,5706
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13526
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,2639
1288,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,902
1289,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1761
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,492
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,7857
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3516
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,1008
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,-56
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,533
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3428
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5303
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,948
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,10273
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,1521
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,735
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,2254
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1124
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,5312
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,3655
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5875
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,2822
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,2001
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,10219
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,3034
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,2098
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,4653
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,4220
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,2592
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,926
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,3897
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,2677
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,13219
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,14960
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,7172
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,2779
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,5737
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1084
1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,12796
1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,1020
1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1822
1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,7434
1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,445
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1480
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4283
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,-724
1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3241
1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4413
1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6505
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,7361
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,7068
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,5977
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5493
1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,844
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,16285
1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,1296
1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,-235
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,5050
1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,2845
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,-1111
1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1550
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,2928
1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,2649
1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,2429
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,89
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,4928
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,256
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1677
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,5278
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1858
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,643
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,385
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,12242
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,287
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3620
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,1097
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4208
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2292
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,6376
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1491
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1744
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,3512
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2871
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,2622
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,507
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,1343
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,1246
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,4663
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,7592
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,11309
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1814
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,-1145
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,10035
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,-217
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,-895
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,5576
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,1174
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1278
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3864
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10633
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,6235
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,945
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2295
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,9865
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,5105
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,11975
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4672
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,5217
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,3991
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,948
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,1652
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,4910
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,1709
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,5658
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,3797
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,2696
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,10247
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,5538
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,11996
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5383
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,4146
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,1297
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,14475
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1672
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,4569
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,6708
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2457
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1218
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3349
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,2236
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,1418
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4251
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3743
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,2600
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,5749
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,734
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,970
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4173
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,1143
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,1160
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4475
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,6431
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,7527
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4725
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,774
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1061
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3206
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,2674
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,5432
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,9541
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,794
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1035
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,806
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9178
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2534
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3766
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2561
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,1186
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,3208
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,5095
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,970
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,11035
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6555
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6582
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,-287
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,931
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2802
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4037
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,1039
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,15302
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6680
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,628
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,150
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1931
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,15141
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,643
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,11655
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,264
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1794
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,2453
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6478
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,389
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5505
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,9381
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,728
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1306
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4448
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,-515
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,10710
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5598
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1310
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5376
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1774
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4826
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,582
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,6039
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,551
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4595
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,473
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,4299
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,6092
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,4039
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,1723
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1317
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,7893
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,4631
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5529
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1721
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,13774
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,10889
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,10150
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5248
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,2341
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4302
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,185
