,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
957,0.83,Good,J,SI1,63.8,58.0,5.97,5.95,3.8,2152
958,0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,3864
959,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,14258
960,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,4038
961,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,6132
962,0.51,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17,3114
963,0.28,Good,F,VVS2,64.9,57.0,4.13,4.16,2.69,1120
964,0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23,2347
965,1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,8252
966,0.29,Ideal,F,VS2,61.6,56.0,4.28,4.32,2.65,760
967,1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59,9982
968,1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,5984
969,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,7614
970,0.5,Ideal,F,VVS2,62.2,54.0,5.07,5.12,3.17,2987
971,0.35,Ideal,E,VS2,61.6,56.0,4.54,4.52,2.79,1238
972,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,2598
973,0.55,Ideal,F,VS2,60.9,57.0,5.3,5.34,3.24,2639
974,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,15103
975,2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,14083
976,0.3,Very Good,D,SI2,61.8,58.0,4.29,4.32,2.66,1219
977,0.74,Ideal,G,VVS2,60.9,58.0,5.85,5.88,3.57,4664
978,1.02,Very Good,G,SI1,63.0,55.0,6.4,6.45,4.05,5730
979,2.0,Premium,I,VS1,61.1,58.0,8.08,8.11,4.95,14785
980,1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,9753
981,0.3,Ideal,F,SI1,60.6,57.0,4.34,4.37,2.64,420
982,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,3154
983,2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,15483
984,0.97,Premium,F,SI2,61.9,58.0,6.31,6.35,3.92,4615
985,1.2,Premium,D,SI2,62.0,58.0,6.84,6.77,4.22,6871
986,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,845
987,1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,10814
988,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,925
989,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,2364
990,0.77,Premium,G,SI2,61.2,58.0,5.99,5.96,3.64,2554
991,0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,2767
992,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,1166
993,0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,2849
994,0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,2641
995,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,3555
996,0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,724
997,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,3341
998,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,1788
999,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,4699
1000,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,5829
1001,0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,1757
1002,0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,2099
1003,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,1942
1004,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,378
1005,0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,3178
1006,1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,5705
1007,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,2418
1008,0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,5480
1009,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,4405
1010,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,3705
1011,1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,5147
1012,0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,4146
1013,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,2076
1014,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,6573
1015,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1926
1016,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,852
1017,0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,1973
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,2735
1019,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,4396
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,1271
1021,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,4490
1022,0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,3044
1023,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,386
1024,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,5320
1025,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,2959
1026,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,1882
1027,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,4821
1028,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,3656
1029,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,10980
1030,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,4198
1031,0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,2176
1032,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,6834
1033,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,7437
1034,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,1409
1035,0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,2578
1036,0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,708
1037,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,6531
1038,1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,4776
1039,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,6467
1040,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,14245
1041,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,3120
1042,1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,5687
1043,0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,1371
1044,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,14890
1045,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,1891
1046,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,5542
1047,1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,9274
1048,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,4927
1049,0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,2193
1050,2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,15118
1051,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,1504
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,884
1053,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,1053
1054,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,760
1055,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,649
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,6070
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,510
1058,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,11046
1059,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,3897
1060,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,1364
1061,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,6931
1062,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1541
1063,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,708
1064,0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,419
1065,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,8095
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,849
1067,1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,9356
1068,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,763
1069,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,2950
1070,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,4667
1071,1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,4068
1072,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,6772
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,957
1074,1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,5910
1075,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,685
1076,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,5348
1077,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,5356
1078,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,6042
1079,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,1490
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,4113
1081,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,6248
1082,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,6577
1083,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,690
1084,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,6263
1085,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,3930
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,359
1087,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,3867
1088,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,2706
1089,1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,4969
1090,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,5047
1091,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,1152
1092,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,14234
1093,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,9663
1094,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,5730
1095,0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,2788
1096,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,1823
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,2279
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,6024
1099,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,6428
1100,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,1666
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,5346
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,8206
1103,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,1881
1104,3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,22342
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,1092
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1102
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,10747
1108,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,1327
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1978
1110,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,483
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,4678
1112,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,1106
1113,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,431
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,6533
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,1375
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,6798
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,1476
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,13083
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,6531
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,5580
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,593
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,13922
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,890
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,636
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,1560
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,458
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1399
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,2035
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,2059
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,5317
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,992
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,2317
1133,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,6299
1134,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,2011
1135,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,6207
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,5063
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,3227
1138,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,2112
1139,0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,2563
1140,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,411
1141,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,5159
1142,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,11701
1143,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,1178
1144,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,14186
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,3475
1146,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,2525
1147,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,1387
1148,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,1883
1149,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,7638
1150,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,584
1151,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,8572
1152,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,1257
1153,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,9892
1154,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,4409
1155,0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,1821
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,6700
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,1399
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1496
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,2427
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,440
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1948
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,2160
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,4821
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,8877
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,6548
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,1768
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,2548
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,14034
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,939
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,1022
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,15342
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,5774
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,699
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,5094
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,8247
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,6167
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,6076
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,349
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,1484
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,10929
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,2784
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,7557
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,6835
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,6016
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,4268
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,7483
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,9651
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,1941
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,531
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,5266
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,434
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,1895
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,1515
1194,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,6709
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,14206
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,5439
1197,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,11170
1198,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,2076
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1871
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,925
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,7002
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,1153
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,2430
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,7919
1205,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,1100
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,850
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,6013
1208,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,10165
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1479
1210,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,456
1211,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,9816
1212,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,8197
1213,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,1535
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,720
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9478
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,1726
1217,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,9660
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,5850
1219,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,6060
1220,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,10998
1221,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4833
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,6513
1223,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,1365
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,3178
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,1366
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,5069
1227,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,4097
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,3940
1229,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,1738
1230,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,10949
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,4684
1232,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,1175
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,2991
1234,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,4189
1235,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,12270
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,10624
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2680
1238,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,2314
1239,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,9166
1240,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,1713
1241,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,9184
1242,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,4520
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,11704
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,433
1245,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,2281
1246,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,5901
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,1302
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,2473
1249,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,4610
1250,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,8025
1251,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5834
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5911
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,3424
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,9522
1255,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,14360
1256,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,495
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,1169
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,2310
1259,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,1664
1260,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,1149
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3435
1262,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1622
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,5173
1264,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,10742
1265,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,4295
1266,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,2670
1267,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,6861
1268,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,6846
1269,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,384
1270,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,2079
1271,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,979
1272,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,4456
1273,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,6252
1274,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,387
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1829
1276,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,4642
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,3007
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,1692
1279,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,7381
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,1569
1281,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,1098
1282,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,7653
1283,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,1472
1284,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,8232
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,5873
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13398
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,3121
1288,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,1236
1289,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,2294
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,793
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,7864
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,4053
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,1289
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,412
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,790
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3714
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5803
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,1348
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,10707
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,1726
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,1071
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,2597
